no_bon,id_pelanggan,tanggal_bon,kota,id_produk,jumlah_terjual,diskon,rating,Komplain,nama_pelanggan,gender,tanggal_lahir,jenis_barang,merek_barang,harga_satuan,modal,tahun_lahir,generasi,profit_per_item,total_profit,total_revenue
BON04723,PEL00943,2024-10-12,Depok,PRD00055,28,10,2,no,Sari GZU,P,2004-01-18,PC Rakitan,MJ001,7000000.0,5407340.0,2004,Gen Z,1592660.0,44594480.0,196000000.0
BON04724,PEL00874,2025-03-07,Jakarta,PRD00067,19,5,5,no,Budi ZQI,L,2004-08-09,PC Rakitan,MJ013,24000000.0,20554678.0,2004,Gen Z,3445322.0,65461118.0,456000000.0
BON04725,PEL00682,2021-12-25,Tangerang,PRD00010,87,25,3,no,Rudi CRJ,L,1965-07-27,Monitor,BenQ,1950000.0,1409393.0,1965,Gen X,540607.0,47032809.0,169650000.0
BON04726,PEL01438,2023-12-03,Tangerang,PRD00015,41,25,2,no,Agus TMA,L,1982-04-06,Monitor,ViewSonic,1950000.0,1227395.0,1982,Milenial,722605.0,29626805.0,79950000.0
BON04728,PEL01806,2023-07-08,Tangerang,PRD00002,12,15,4,no,Rina ORA,P,1969-07-05,Mouse,Razer,125000.0,87603.0,1969,Gen X,37397.0,448764.0,1500000.0
BON04729,PEL01754,2025-05-03,Bekasi,PRD00048,15,0,5,no,Dedi EBP,L,1972-09-23,Laptop,Lenovo,19750000.0,14463191.0,1972,Gen X,5286809.0,79302135.0,296250000.0
BON04730,PEL00883,2022-05-11,Jakarta,PRD00014,20,5,5,no,Rina NWG,P,1980-01-07,Monitor,Eizo,750000.0,557724.0,1980,Milenial,192276.0,3845520.0,15000000.0
BON04731,PEL00679,2021-01-28,Bogor,PRD00001,19,5,4,no,Tina AMR,P,1967-05-07,Mouse,Logitech,125000.0,107423.0,1967,Gen X,17577.0,333963.0,2375000.0
BON04732,PEL00854,2024-10-02,Tangerang,PRD00010,24,0,2,no,Rina GRC,P,1967-08-10,Monitor,BenQ,1950000.0,1409393.0,1967,Gen X,540607.0,12974568.0,46800000.0
BON04733,PEL01644,2021-03-25,Bandung,PRD00035,19,0,4,no,Budi AWH,L,1999-03-12,Printer,Panasonic,2000000.0,1788056.0,1999,Gen Z,211944.0,4026936.0,38000000.0
BON04734,PEL00237,2021-09-23,Bekasi,PRD00039,12,10,4,no,Dedi RNN,L,2004-06-16,Speaker,Logitech,900000.0,573618.0,2004,Gen Z,326382.0,3916584.0,10800000.0
BON04735,PEL00120,2022-12-05,Bandung,PRD00044,43,25,3,no,Dewi LQG,P,1982-12-08,Speaker,Polytron,200000.0,162998.0,1982,Milenial,37002.0,1591086.0,8600000.0
BON04736,PEL01512,2021-02-21,Tangerang,PRD00006,12,15,4,no,Dewi SWV,P,1979-10-26,Monitor,LG,1900000.0,1147364.0,1979,Gen X,752636.0,9031632.0,22800000.0
BON04737,PEL00330,2021-10-17,Jakarta,PRD00018,15,10,1,yes,Sari HHI,P,1991-03-26,Keyboard,HP,800000.0,605976.0,1991,Milenial,194024.0,2910360.0,12000000.0
BON04738,PEL01406,2023-07-23,Tangerang,PRD00031,16,0,1,yes,Budi EIN,L,1990-04-17,Printer,Xerox,2700000.0,1999288.0,1990,Milenial,700712.0,11211392.0,43200000.0
BON04739,PEL01036,2021-06-19,Tangerang,PRD00017,20,5,5,no,Dedi LAH,L,2002-11-01,Keyboard,Epson,1250000.0,983813.0,2002,Gen Z,266187.0,5323740.0,25000000.0
BON04740,PEL01082,2023-07-14,Bekasi,PRD00047,22,15,5,no,Rudi NWE,L,1980-11-08,Laptop,HP,4750000.0,3623315.0,1980,Milenial,1126685.0,24787070.0,104500000.0
BON04741,PEL01358,2021-09-28,Tangerang,PRD00008,21,10,5,no,Tina ROH,P,1984-11-08,Monitor,ASUS,1850000.0,1548728.0,1984,Milenial,301272.0,6326712.0,38850000.0
BON04742,PEL00874,2022-03-08,Tangerang,PRD00009,21,0,4,no,Budi ZQI,L,2004-08-09,Monitor,Samsung,1600000.0,1139107.0,2004,Gen Z,460893.0,9678753.0,33600000.0
BON04744,PEL00793,2023-04-23,Jakarta,PRD00054,14,10,1,yes,Agus YAG,L,1979-05-26,Laptop,Apple,17750000.0,15174836.0,1979,Gen X,2575164.0,36052296.0,248500000.0
BON04745,PEL01950,2021-04-20,Bogor,PRD00027,14,15,4,no,Rina JVO,P,1976-08-08,Printer,Epson,1800000.0,1129863.0,1976,Gen X,670137.0,9381918.0,25200000.0
BON04746,PEL01993,2022-08-17,Tangerang,PRD00006,30,5,5,no,Dedi RNW,L,1987-11-16,Monitor,LG,1900000.0,1147364.0,1987,Milenial,752636.0,22579080.0,57000000.0
BON04747,PEL00093,2024-11-24,Tangerang,PRD00048,19,10,5,no,Tina FKU,P,1984-02-28,Laptop,Lenovo,19750000.0,14463191.0,1984,Milenial,5286809.0,100449371.0,375250000.0
BON04749,PEL01830,2021-08-23,Jakarta,PRD00019,19,0,3,no,Sari MRJ,P,1967-03-27,Keyboard,Brother,1150000.0,843532.0,1967,Gen X,306468.0,5822892.0,21850000.0
BON04750,PEL00688,2025-04-03,Depok,PRD00024,24,0,4,no,Lia DCL,P,1978-04-14,Keyboard,Kyocera,850000.0,759960.0,1978,Gen X,90040.0,2160960.0,20400000.0
BON04751,PEL00263,2021-08-28,Depok,PRD00021,16,10,3,no,Rudi DUM,L,1967-10-02,Keyboard,Xerox,750000.0,514953.0,1967,Gen X,235047.0,3760752.0,12000000.0
BON04752,PEL00366,2024-11-12,Bekasi,PRD00074,23,15,4,no,Dedi GZI,L,1973-03-03,PC Rakitan,MJ020,21500000.0,13410455.0,1973,Gen X,8089545.0,186059535.0,494500000.0
BON04753,PEL01823,2022-11-26,Bogor,PRD00004,11,0,5,no,Joko SBH,L,1974-04-27,Mouse,Corsair,425000.0,267954.0,1974,Gen X,157046.0,1727506.0,4675000.0
BON04754,PEL00407,2024-07-13,Depok,PRD00062,13,15,2,no,Budi ZSO,L,1982-03-13,PC Rakitan,MJ008,11500000.0,8910960.0,1982,Milenial,2589040.0,33657520.0,149500000.0
BON04755,PEL00958,2024-04-05,Tangerang,PRD00053,13,0,2,no,Dedi VTE,L,1986-12-02,Laptop,Razer,13000000.0,10909656.0,1986,Milenial,2090344.0,27174472.0,169000000.0
BON04756,PEL00445,2021-10-17,Tangerang,PRD00041,30,5,3,no,Sari JWS,P,1965-03-10,Speaker,Advance,900000.0,624242.0,1965,Gen X,275758.0,8272740.0,27000000.0
BON04757,PEL00508,2023-11-16,Bekasi,PRD00002,14,0,3,no,Tina SYN,P,1998-06-04,Mouse,Razer,125000.0,87603.0,1998,Gen Z,37397.0,523558.0,1750000.0
BON04758,PEL00930,2024-02-24,Jakarta,PRD00052,19,5,3,no,Rina OMR,P,1977-07-06,Laptop,Microsoft,13500000.0,11312162.0,1977,Gen X,2187838.0,41568922.0,256500000.0
BON04760,PEL01116,2024-09-04,Depok,PRD00035,18,10,2,no,Joko CKC,L,1985-11-26,Printer,Panasonic,2000000.0,1788056.0,1985,Milenial,211944.0,3814992.0,36000000.0
BON04761,PEL00922,2023-02-28,Depok,PRD00020,14,0,4,no,Tina IYI,P,2005-10-07,Keyboard,Samsung,600000.0,501505.0,2005,Gen Z,98495.0,1378930.0,8400000.0
BON04762,PEL01916,2022-03-23,Bandung,PRD00041,19,0,1,yes,Tina HAB,P,1997-06-19,Speaker,Advance,900000.0,624242.0,1997,Gen Z,275758.0,5239402.0,17100000.0
BON04764,PEL01666,2023-06-26,Jakarta,PRD00030,13,10,2,no,Tina OVW,P,1972-11-04,Printer,Samsung,2700000.0,1800182.0,1972,Gen X,899818.0,11697634.0,35100000.0
BON04765,PEL01923,2024-03-06,Jakarta,PRD00017,14,10,3,no,Joko NCQ,L,1979-07-10,Keyboard,Epson,1250000.0,983813.0,1979,Gen X,266187.0,3726618.0,17500000.0
BON04766,PEL01761,2023-05-05,Depok,PRD00025,26,5,5,no,Joko KWG,L,1971-10-06,Keyboard,Panasonic,400000.0,287728.0,1971,Gen X,112272.0,2919072.0,10400000.0
BON04767,PEL01373,2021-03-19,Tangerang,PRD00006,27,5,3,no,Agus ONW,L,1966-12-12,Monitor,LG,1900000.0,1147364.0,1966,Gen X,752636.0,20321172.0,51300000.0
BON04768,PEL01439,2023-08-09,Jakarta,PRD00030,27,10,1,yes,Dewi JAF,P,2001-03-14,Printer,Samsung,2700000.0,1800182.0,2001,Gen Z,899818.0,24295086.0,72900000.0
BON04769,PEL01313,2024-05-04,Jakarta,PRD00005,28,15,5,no,Tina RTX,P,1989-11-21,Mouse,Microsoft,225000.0,178221.0,1989,Milenial,46779.0,1309812.0,6300000.0
BON04770,PEL01967,2022-11-11,Jakarta,PRD00004,12,10,1,yes,Sari OMA,P,1997-12-14,Mouse,Corsair,425000.0,267954.0,1997,Gen Z,157046.0,1884552.0,5100000.0
BON04771,PEL01716,2024-02-15,Jakarta,PRD00070,21,10,2,no,Rudi VWE,L,1973-12-21,PC Rakitan,MJ016,13000000.0,8799189.0,1973,Gen X,4200811.0,88217031.0,273000000.0
BON04772,PEL00858,2023-08-12,Depok,PRD00016,14,5,5,no,Tina BNU,P,1971-02-18,Keyboard,Canon,1100000.0,902572.0,1971,Gen X,197428.0,2763992.0,15400000.0
BON04773,PEL00938,2024-04-22,Bekasi,PRD00059,24,5,4,no,Rudi ZCG,L,1976-12-07,PC Rakitan,MJ005,29000000.0,22230419.0,1976,Gen X,6769581.0,162469944.0,696000000.0
BON04774,PEL01245,2024-12-26,Bogor,PRD00058,61,25,5,no,Dedi UWU,L,1966-11-06,PC Rakitan,MJ004,20000000.0,17077100.0,1966,Gen X,2922900.0,178296900.0,1220000000.0
BON04775,PEL00902,2024-04-27,Bekasi,PRD00047,25,0,2,no,Sari NHA,P,1982-11-27,Laptop,HP,4750000.0,3623315.0,1982,Milenial,1126685.0,28167125.0,118750000.0
BON04776,PEL01838,2025-02-24,Bogor,PRD00017,24,10,4,no,Tina JVR,P,1978-10-17,Keyboard,Epson,1250000.0,983813.0,1978,Gen X,266187.0,6388488.0,30000000.0
BON04777,PEL01126,2021-02-17,Bandung,PRD00034,19,5,4,no,Tina QJJ,P,1971-11-07,Printer,Kyocera,2200000.0,1936263.0,1971,Gen X,263737.0,5011003.0,41800000.0
BON04779,PEL00855,2021-02-18,Bandung,PRD00014,24,5,2,no,Tina EMP,P,1998-01-17,Monitor,Eizo,750000.0,557724.0,1998,Gen Z,192276.0,4614624.0,18000000.0
BON04780,PEL01121,2023-10-12,Jakarta,PRD00008,20,15,2,no,Agus KDU,L,1985-10-03,Monitor,ASUS,1850000.0,1548728.0,1985,Milenial,301272.0,6025440.0,37000000.0
BON04782,PEL00844,2022-12-10,Bandung,PRD00018,68,25,2,no,Budi QTR,L,1973-07-04,Keyboard,HP,800000.0,605976.0,1973,Gen X,194024.0,13193632.0,54400000.0
BON04783,PEL01059,2024-04-24,Tangerang,PRD00004,30,15,1,yes,Rudi ICC,L,1965-07-02,Mouse,Corsair,425000.0,267954.0,1965,Gen X,157046.0,4711380.0,12750000.0
BON04784,PEL00386,2024-04-20,Bekasi,PRD00033,26,0,3,no,Rina RRH,P,1994-03-18,Printer,Ricoh,1800000.0,1412073.0,1994,Milenial,387927.0,10086102.0,46800000.0
BON04785,PEL01388,2025-06-14,Bekasi,PRD00065,24,5,2,no,Sari YCM,P,1977-12-25,PC Rakitan,MJ011,8000000.0,6254385.0,1977,Gen X,1745615.0,41894760.0,192000000.0
BON04786,PEL01117,2022-10-25,Bandung,PRD00015,26,5,3,no,Dedi EWT,L,1979-04-25,Monitor,ViewSonic,1950000.0,1227395.0,1979,Gen X,722605.0,18787730.0,50700000.0
BON04787,PEL01563,2025-01-13,Jakarta,PRD00045,24,5,4,no,Sari DIR,P,1968-07-19,Laptop,Acer,5000000.0,4016132.0,1968,Gen X,983868.0,23612832.0,120000000.0
BON04789,PEL00087,2023-10-20,Bogor,PRD00021,12,5,2,no,Rudi MGC,L,1977-10-20,Keyboard,Xerox,750000.0,514953.0,1977,Gen X,235047.0,2820564.0,9000000.0
BON04790,PEL00156,2022-06-19,Tangerang,PRD00009,19,10,5,no,Sari DGK,P,1983-12-18,Monitor,Samsung,1600000.0,1139107.0,1983,Milenial,460893.0,8756967.0,30400000.0
BON04791,PEL01278,2024-06-16,Bandung,PRD00049,17,5,1,yes,Lia AXE,P,1996-09-18,Laptop,Dell,11750000.0,7974594.0,1996,Gen Z,3775406.0,64181902.0,199750000.0
BON04792,PEL01097,2025-04-07,Bekasi,PRD00057,18,15,4,no,Rudi QAM,L,1993-10-18,PC Rakitan,MJ003,21500000.0,13982066.0,1993,Milenial,7517934.0,135322812.0,387000000.0
BON04793,PEL00295,2023-10-24,Bandung,PRD00003,16,0,5,no,Dedi RGX,L,1980-09-20,Mouse,SteelSeries,450000.0,358724.0,1980,Milenial,91276.0,1460416.0,7200000.0
BON04794,PEL00267,2023-06-19,Jakarta,PRD00005,12,10,4,no,Dewi QJT,P,1998-07-05,Mouse,Microsoft,225000.0,178221.0,1998,Gen Z,46779.0,561348.0,2700000.0
BON04795,PEL01564,2023-03-21,Tangerang,PRD00053,28,5,2,no,Sari YNS,P,1973-06-14,Laptop,Razer,13000000.0,10909656.0,1973,Gen X,2090344.0,58529632.0,364000000.0
BON04796,PEL00036,2022-06-03,Bekasi,PRD00017,26,0,5,no,Dedi HWG,L,1970-06-23,Keyboard,Epson,1250000.0,983813.0,1970,Gen X,266187.0,6920862.0,32500000.0
BON04797,PEL01552,2021-07-22,Tangerang,PRD00002,16,10,2,no,Dewi ZSS,P,1988-11-21,Mouse,Razer,125000.0,87603.0,1988,Milenial,37397.0,598352.0,2000000.0
BON04798,PEL01395,2023-12-25,Bogor,PRD00028,47,25,3,no,Joko CRB,L,1970-02-08,Printer,HP,2800000.0,1776707.0,1970,Gen X,1023293.0,48094771.0,131600000.0
BON04799,PEL00666,2025-03-26,Depok,PRD00067,28,10,2,no,Agus AUD,L,1974-08-21,PC Rakitan,MJ013,24000000.0,20554678.0,1974,Gen X,3445322.0,96469016.0,672000000.0
BON04800,PEL01723,2021-03-13,Bogor,PRD00005,30,10,3,no,Joko ZZG,L,2001-05-07,Mouse,Microsoft,225000.0,178221.0,2001,Gen Z,46779.0,1403370.0,6750000.0
BON04801,PEL00289,2022-08-14,Tangerang,PRD00039,16,15,2,no,Lia PEU,P,1991-12-12,Speaker,Logitech,900000.0,573618.0,1991,Milenial,326382.0,5222112.0,14400000.0
BON04802,PEL01515,2022-06-23,Bandung,PRD00023,27,15,1,yes,Dewi MIR,P,1981-07-01,Keyboard,Ricoh,450000.0,375091.0,1981,Milenial,74909.0,2022543.0,12150000.0
BON04803,PEL00869,2022-09-21,Depok,PRD00012,23,15,1,yes,Tina SGT,P,1991-09-11,Monitor,MSI,1800000.0,1596299.0,1991,Milenial,203701.0,4685123.0,41400000.0
BON04804,PEL01813,2024-07-04,Jakarta,PRD00050,12,10,3,no,Dewi WRG,P,2000-06-07,Laptop,MSI,19750000.0,17633164.0,2000,Gen Z,2116836.0,25402032.0,237000000.0
BON04805,PEL00376,2022-02-20,Depok,PRD00037,10,5,2,no,Dewi BRZ,P,1972-01-21,Speaker,Sony,700000.0,589264.0,1972,Gen X,110736.0,1107360.0,7000000.0
BON04806,PEL00640,2024-06-03,Tangerang,PRD00047,28,10,2,no,Rina KWM,P,1972-04-22,Laptop,HP,4750000.0,3623315.0,1972,Gen X,1126685.0,31547180.0,133000000.0
BON04807,PEL00437,2021-10-03,Bogor,PRD00015,15,5,4,no,Tina KXY,P,1971-09-05,Monitor,ViewSonic,1950000.0,1227395.0,1971,Gen X,722605.0,10839075.0,29250000.0
BON04808,PEL00677,2021-08-21,Tangerang,PRD00036,14,0,4,no,Dedi GXO,L,1980-06-24,Speaker,JBL,1200000.0,807918.0,1980,Milenial,392082.0,5489148.0,16800000.0
BON04809,PEL01846,2024-11-24,Jakarta,PRD00052,24,10,4,no,Agus SNX,L,1992-12-21,Laptop,Microsoft,13500000.0,11312162.0,1992,Milenial,2187838.0,52508112.0,324000000.0
BON04810,PEL00226,2022-01-04,Tangerang,PRD00025,21,10,5,no,Rudi JPQ,L,1986-11-08,Keyboard,Panasonic,400000.0,287728.0,1986,Milenial,112272.0,2357712.0,8400000.0
BON04811,PEL00801,2023-12-07,Jakarta,PRD00046,96,25,4,no,Dewi ZDN,P,1995-12-20,Laptop,ASUS,12000000.0,10206638.0,1995,Gen Z,1793362.0,172162752.0,1152000000.0
BON04812,PEL01609,2021-05-16,Bekasi,PRD00015,25,15,4,no,Rudi MPS,L,1975-05-20,Monitor,ViewSonic,1950000.0,1227395.0,1975,Gen X,722605.0,18065125.0,48750000.0
BON04813,PEL01963,2024-03-16,Bekasi,PRD00027,25,0,5,no,Rudi LSY,L,1984-07-16,Printer,Epson,1800000.0,1129863.0,1984,Milenial,670137.0,16753425.0,45000000.0
BON04814,PEL00134,2025-02-09,Bogor,PRD00061,27,15,4,no,Dedi LYF,L,1968-04-01,PC Rakitan,MJ007,8000000.0,5099595.0,1968,Gen X,2900405.0,78310935.0,216000000.0
BON04817,PEL01393,2024-07-25,Bekasi,PRD00028,30,0,2,no,Dedi WGP,L,1984-04-13,Printer,HP,2800000.0,1776707.0,1984,Milenial,1023293.0,30698790.0,84000000.0
BON04818,PEL01526,2024-07-24,Depok,PRD00003,26,0,2,no,Sari RUI,P,1980-11-13,Mouse,SteelSeries,450000.0,358724.0,1980,Milenial,91276.0,2373176.0,11700000.0
BON04819,PEL01458,2024-07-03,Bekasi,PRD00055,14,0,1,yes,Joko HTB,L,1991-04-24,PC Rakitan,MJ001,7000000.0,5407340.0,1991,Milenial,1592660.0,22297240.0,98000000.0
BON04821,PEL01868,2023-09-17,Bekasi,PRD00029,16,5,1,yes,Dedi PIE,L,1988-09-02,Printer,Brother,900000.0,607976.0,1988,Milenial,292024.0,4672384.0,14400000.0
BON04822,PEL01699,2022-05-02,Depok,PRD00011,12,10,1,yes,Dewi ZAM,P,1989-01-13,Monitor,Acer,1000000.0,747733.0,1989,Milenial,252267.0,3027204.0,12000000.0
BON04824,PEL00844,2025-05-03,Jakarta,PRD00056,26,10,1,yes,Budi QTR,L,1973-07-04,PC Rakitan,MJ002,11000000.0,8515886.0,1973,Gen X,2484114.0,64586964.0,286000000.0
BON04825,PEL01428,2023-10-20,Bekasi,PRD00018,19,5,2,no,Tina DHX,P,1986-08-12,Keyboard,HP,800000.0,605976.0,1986,Milenial,194024.0,3686456.0,15200000.0
BON04826,PEL00194,2023-10-28,Depok,PRD00001,14,15,4,no,Dedi RKA,L,2004-07-10,Mouse,Logitech,125000.0,107423.0,2004,Gen Z,17577.0,246078.0,1750000.0
BON04827,PEL00503,2024-10-28,Depok,PRD00009,28,0,1,yes,Dedi AXI,L,1982-08-12,Monitor,Samsung,1600000.0,1139107.0,1982,Milenial,460893.0,12905004.0,44800000.0
BON04828,PEL01053,2023-10-19,Bandung,PRD00047,16,0,4,no,Rina EMK,P,1987-01-10,Laptop,HP,4750000.0,3623315.0,1987,Milenial,1126685.0,18026960.0,76000000.0
BON04829,PEL00603,2021-06-02,Jakarta,PRD00032,24,0,2,no,Tina IAJ,P,1993-10-27,Printer,Lexmark,2500000.0,1828761.0,1993,Milenial,671239.0,16109736.0,60000000.0
BON04830,PEL01439,2023-07-07,Tangerang,PRD00046,21,5,5,no,Dewi JAF,P,2001-03-14,Laptop,ASUS,12000000.0,10206638.0,2001,Gen Z,1793362.0,37660602.0,252000000.0
BON04831,PEL01548,2024-07-27,Depok,PRD00052,11,10,3,no,Rina ZSL,P,1965-02-23,Laptop,Microsoft,13500000.0,11312162.0,1965,Gen X,2187838.0,24066218.0,148500000.0
BON04832,PEL01560,2022-08-06,Bogor,PRD00031,17,15,5,no,Tina RQT,P,1995-05-28,Printer,Xerox,2700000.0,1999288.0,1995,Gen Z,700712.0,11912104.0,45900000.0
BON04833,PEL01154,2025-02-10,Depok,PRD00034,21,15,1,yes,Rina IDH,P,1987-09-23,Printer,Kyocera,2200000.0,1936263.0,1987,Milenial,263737.0,5538477.0,46200000.0
BON04834,PEL00675,2022-08-23,Depok,PRD00006,24,5,1,yes,Rina BHY,P,1985-11-15,Monitor,LG,1900000.0,1147364.0,1985,Milenial,752636.0,18063264.0,45600000.0
BON04835,PEL01931,2024-12-24,Bogor,PRD00019,91,25,2,no,Rudi JYA,L,1967-11-17,Keyboard,Brother,1150000.0,843532.0,1967,Gen X,306468.0,27888588.0,104650000.0
BON04836,PEL01010,2023-10-07,Bekasi,PRD00017,21,15,5,no,Budi BKS,L,1983-07-23,Keyboard,Epson,1250000.0,983813.0,1983,Milenial,266187.0,5589927.0,26250000.0
BON04838,PEL00904,2022-06-24,Bandung,PRD00041,15,15,3,no,Dedi YWH,L,1971-07-01,Speaker,Advance,900000.0,624242.0,1971,Gen X,275758.0,4136370.0,13500000.0
BON04839,PEL00384,2022-11-27,Depok,PRD00016,27,5,4,no,Rina SIO,P,1999-09-19,Keyboard,Canon,1100000.0,902572.0,1999,Gen Z,197428.0,5330556.0,29700000.0
BON04841,PEL00433,2022-03-22,Bekasi,PRD00003,20,0,2,no,Rina IWY,P,1993-07-08,Mouse,SteelSeries,450000.0,358724.0,1993,Milenial,91276.0,1825520.0,9000000.0
BON04842,PEL00336,2025-01-25,Jakarta,PRD00052,29,15,3,no,Rina HIK,P,1968-04-22,Laptop,Microsoft,13500000.0,11312162.0,1968,Gen X,2187838.0,63447302.0,391500000.0
BON04843,PEL00967,2021-04-23,Bogor,PRD00017,15,0,3,no,Budi QXD,L,1967-02-05,Keyboard,Epson,1250000.0,983813.0,1967,Gen X,266187.0,3992805.0,18750000.0
BON04844,PEL01909,2022-02-06,Jakarta,PRD00023,30,10,1,yes,Sari KYW,P,1994-01-16,Keyboard,Ricoh,450000.0,375091.0,1994,Milenial,74909.0,2247270.0,13500000.0
BON04845,PEL01523,2021-03-06,Bogor,PRD00025,11,5,2,no,Joko GZJ,L,1984-04-13,Keyboard,Panasonic,400000.0,287728.0,1984,Milenial,112272.0,1234992.0,4400000.0
BON04846,PEL01850,2022-07-06,Bandung,PRD00019,28,10,2,no,Tina MSZ,P,2000-07-05,Keyboard,Brother,1150000.0,843532.0,2000,Gen Z,306468.0,8581104.0,32200000.0
BON04847,PEL00043,2022-08-17,Bandung,PRD00007,15,0,4,no,Lia ITE,P,1990-08-16,Monitor,Dell,1850000.0,1578030.0,1990,Milenial,271970.0,4079550.0,27750000.0
BON04848,PEL00347,2025-06-12,Bandung,PRD00072,28,15,4,no,Rudi QKA,L,1996-01-10,PC Rakitan,MJ018,15000000.0,13120022.0,1996,Gen Z,1879978.0,52639384.0,420000000.0
BON04849,PEL01990,2021-10-03,Bandung,PRD00034,26,0,4,no,Agus SSQ,L,1998-07-01,Printer,Kyocera,2200000.0,1936263.0,1998,Gen Z,263737.0,6857162.0,57200000.0
BON04850,PEL00971,2024-01-28,Bekasi,PRD00069,18,5,2,no,Dedi ECS,L,1975-02-14,PC Rakitan,MJ015,18000000.0,15465769.0,1975,Gen X,2534231.0,45616158.0,324000000.0
BON04851,PEL00612,2024-06-10,Bekasi,PRD00029,13,0,1,yes,Joko WBD,L,2002-06-21,Printer,Brother,900000.0,607976.0,2002,Gen Z,292024.0,3796312.0,11700000.0
BON04852,PEL01611,2024-12-20,Depok,PRD00055,56,25,1,yes,Rudi WME,L,1999-07-10,PC Rakitan,MJ001,7000000.0,5407340.0,1999,Gen Z,1592660.0,89188960.0,392000000.0
BON04853,PEL00581,2022-09-27,Bandung,PRD00025,16,5,3,no,Tina WRF,P,1966-01-04,Keyboard,Panasonic,400000.0,287728.0,1966,Gen X,112272.0,1796352.0,6400000.0
BON04855,PEL01688,2022-04-11,Jakarta,PRD00027,20,0,3,no,Joko SPN,L,1996-04-05,Printer,Epson,1800000.0,1129863.0,1996,Gen Z,670137.0,13402740.0,36000000.0
BON04856,PEL00382,2024-01-04,Jakarta,PRD00017,21,5,4,no,Dedi UJX,L,1988-05-10,Keyboard,Epson,1250000.0,983813.0,1988,Milenial,266187.0,5589927.0,26250000.0
BON04858,PEL00677,2021-02-10,Depok,PRD00026,26,5,2,no,Dedi GXO,L,1980-06-24,Printer,Canon,1800000.0,1375032.0,1980,Milenial,424968.0,11049168.0,46800000.0
BON04859,PEL01504,2023-07-27,Bogor,PRD00052,22,10,1,yes,Joko RHF,L,1976-05-10,Laptop,Microsoft,13500000.0,11312162.0,1976,Gen X,2187838.0,48132436.0,297000000.0
BON04860,PEL01723,2022-05-05,Tangerang,PRD00017,19,0,1,yes,Joko ZZG,L,2001-05-07,Keyboard,Epson,1250000.0,983813.0,2001,Gen Z,266187.0,5057553.0,23750000.0
BON04861,PEL00787,2023-03-26,Jakarta,PRD00046,26,15,3,no,Agus KCX,L,1965-06-19,Laptop,ASUS,12000000.0,10206638.0,1965,Gen X,1793362.0,46627412.0,312000000.0
BON04862,PEL00113,2021-05-09,Depok,PRD00029,12,10,1,yes,Budi UOI,L,2002-07-05,Printer,Brother,900000.0,607976.0,2002,Gen Z,292024.0,3504288.0,10800000.0
BON04863,PEL00870,2022-03-05,Bekasi,PRD00037,20,0,4,no,Dedi NVM,L,1986-03-09,Speaker,Sony,700000.0,589264.0,1986,Milenial,110736.0,2214720.0,14000000.0
BON04864,PEL01797,2021-06-08,Depok,PRD00012,13,0,3,no,Joko FET,L,1985-02-13,Monitor,MSI,1800000.0,1596299.0,1985,Milenial,203701.0,2648113.0,23400000.0
BON04865,PEL00582,2023-09-05,Depok,PRD00027,27,10,2,no,Budi PVS,L,1995-02-16,Printer,Epson,1800000.0,1129863.0,1995,Gen Z,670137.0,18093699.0,48600000.0
BON04867,PEL01975,2021-06-13,Tangerang,PRD00019,10,0,1,yes,Rudi FTI,L,1974-05-21,Keyboard,Brother,1150000.0,843532.0,1974,Gen X,306468.0,3064680.0,11500000.0
BON04868,PEL01979,2023-09-15,Jakarta,PRD00018,30,10,5,no,Sari ZJN,P,1965-09-19,Keyboard,HP,800000.0,605976.0,1965,Gen X,194024.0,5820720.0,24000000.0
BON04869,PEL01220,2023-09-07,Bogor,PRD00014,22,0,5,no,Rudi HQJ,L,1975-05-17,Monitor,Eizo,750000.0,557724.0,1975,Gen X,192276.0,4230072.0,16500000.0
BON04870,PEL01676,2024-05-17,Depok,PRD00035,23,10,1,yes,Dewi IKY,P,1982-10-04,Printer,Panasonic,2000000.0,1788056.0,1982,Milenial,211944.0,4874712.0,46000000.0
BON04871,PEL01413,2022-03-17,Bogor,PRD00043,15,0,4,no,Dedi OIR,L,1974-02-06,Speaker,Simbadda,1000000.0,619214.0,1974,Gen X,380786.0,5711790.0,15000000.0
BON04873,PEL00874,2023-04-03,Bogor,PRD00015,17,15,5,no,Budi ZQI,L,2004-08-09,Monitor,ViewSonic,1950000.0,1227395.0,2004,Gen Z,722605.0,12284285.0,33150000.0
BON04875,PEL01671,2021-06-02,Bogor,PRD00011,11,15,1,yes,Rina YBG,P,1992-04-09,Monitor,Acer,1000000.0,747733.0,1992,Milenial,252267.0,2774937.0,11000000.0
BON04876,PEL00695,2023-02-03,Depok,PRD00025,27,10,5,no,Sari TSV,P,1977-09-20,Keyboard,Panasonic,400000.0,287728.0,1977,Gen X,112272.0,3031344.0,10800000.0
BON04877,PEL00586,2021-03-26,Bandung,PRD00028,24,10,2,no,Rudi VQC,L,1990-01-26,Printer,HP,2800000.0,1776707.0,1990,Milenial,1023293.0,24559032.0,67200000.0
BON04878,PEL01296,2022-04-06,Jakarta,PRD00037,25,0,1,yes,Dewi JLN,P,1991-12-24,Speaker,Sony,700000.0,589264.0,1991,Milenial,110736.0,2768400.0,17500000.0
