no_bon,id_pelanggan,tanggal_bon,kota,id_produk,jumlah_terjual,diskon,rating,Komplain,nama_pelanggan,gender,tanggal_lahir,jenis_barang,merek_barang,harga_satuan,modal
BON06996,PEL00132,9/27/2023,Bekasi,PRD00026,29,10,1,yes,Budi LRE,L,12/24/1971,Printer,Canon,1800000.0,1375032.0
BON08341,PEL01203,9/27/2023,Jakarta,PRD00018,15,10,1,yes,Sari LXR,P,8/15/2001,Keyboard,HP,800000.0,605976.0
BON05337,PEL00084,9/28/2023,Jakarta,PRD00030,10,10,2,no,Lia KDN,P,11/10/1996,Printer,Samsung,2700000.0,1800182.0
BON09118,PEL00582,9/28/2023,Bandung,PRD00017,15,0,1,yes,Budi PVS,L,2/16/1995,Keyboard,Epson,1250000.0,983813.0
BON01694,PEL00504,10/1/2023,Tangerang,PRD00006,17,0,3,no,Joko TGE,L,10/8/1982,Monitor,LG,1900000.0,1147364.0
BON06865,PEL01577,10/1/2023,Bandung,PRD00053,12,15,4,no,Lia FIB,P,10/19/1969,Laptop,Razer,13000000.0,10909656.0
BON02765,PEL00754,10/2/2023,Tangerang,PRD00019,11,0,2,no,Tina OWG,P,8/1/1997,Keyboard,Brother,1150000.0,843532.0
BON02961,PEL00622,10/2/2023,Depok,,20,10,1,yes,Rina XFI,P,9/4/1976,,,,
BON04686,PEL01124,10/2/2023,Tangerang,PRD00015,26,10,5,no,Rudi ELC,L,9/18/1984,Monitor,ViewSonic,1950000.0,1227395.0
BON05957,PEL01684,10/2/2023,Bekasi,PRD00027,27,5,4,no,Lia BLV,P,11/27/1992,Printer,Epson,1800000.0,1129863.0
BON07991,,10/2/2023,Bogor,PRD00011,18,5,4,no,,,,Monitor,Acer,1000000.0,747733.0
BON08382,PEL00539,10/2/2023,Bandung,PRD00014,20,0,1,yes,Dedi UNJ,L,1/9/2005,Monitor,Eizo,750000.0,557724.0
BON08448,PEL00468,10/2/2023,Tangerang,PRD00009,17,5,4,no,Dedi YFS,L,2/9/1979,Monitor,Samsung,1600000.0,1139107.0
BON09423,PEL01752,10/2/2023,Tangerang,,29,0,4,no,Sari ZSQ,P,5/15/1975,,,,
BON01257,PEL00952,10/3/2023,Jakarta,PRD00003,13,5,5,no,Tina HMX,P,9/8/1972,Mouse,SteelSeries,450000.0,358724.0
BON02725,PEL00429,10/3/2023,Bogor,PRD00050,25,5,5,no,Agus GSA,L,10/5/2000,Laptop,MSI,19750000.0,17633164.0
BON08185,PEL00196,10/3/2023,Bandung,PRD00026,23,0,4,no,Dewi PXY,P,2/13/1984,Printer,Canon,1800000.0,1375032.0
BON09594,PEL01151,10/3/2023,Depok,PRD00009,16,5,5,no,Lia TUD,P,2/25/1982,Monitor,Samsung,1600000.0,1139107.0
BON03318,PEL00568,10/4/2023,Bogor,PRD00012,11,5,1,yes,Lia SZA,P,4/2/1970,Monitor,MSI,1800000.0,1596299.0
BON07919,PEL00992,10/4/2023,Jakarta,PRD00001,27,0,1,yes,Lia CPW,P,8/23/2004,Mouse,Logitech,125000.0,107423.0
BON08494,PEL01495,10/4/2023,Jakarta,PRD00011,18,10,1,yes,Lia BRS,P,9/18/1973,Monitor,Acer,1000000.0,747733.0
BON09100,PEL00343,10/4/2023,Jakarta,PRD00019,10,5,4,no,Budi ECD,L,2/25/1983,Keyboard,Brother,1150000.0,843532.0
BON09940,PEL01726,10/4/2023,Tangerang,PRD00053,14,15,2,no,Rina CTC,P,8/28/1973,Laptop,Razer,13000000.0,10909656.0
BON01771,PEL01616,10/5/2023,Bekasi,PRD00018,16,15,4,no,Joko COS,L,7/10/1980,Keyboard,HP,800000.0,605976.0
BON03417,,10/5/2023,Bogor,PRD00047,29,0,1,yes,,,,Laptop,HP,4750000.0,3623315.0
BON07584,PEL00851,10/5/2023,Bekasi,PRD00053,27,5,1,yes,Budi DQW,L,12/5/2003,Laptop,Razer,13000000.0,10909656.0
BON08440,PEL01260,10/5/2023,Bogor,PRD00030,27,15,1,yes,Joko RRN,L,2/4/1966,Printer,Samsung,2700000.0,1800182.0
BON09160,PEL01957,10/5/2023,Bandung,PRD00018,14,5,3,no,Sari HBP,P,5/28/1989,Keyboard,HP,800000.0,605976.0
BON09752,PEL00205,10/5/2023,Bandung,PRD00008,30,5,2,no,Dedi ZIT,L,4/11/1966,Monitor,ASUS,1850000.0,1548728.0
BON01421,PEL00608,10/6/2023,Tangerang,PRD00034,14,5,5,no,Rudi CUW,L,12/27/1966,Printer,Kyocera,2200000.0,1936263.0
BON02129,PEL01345,10/6/2023,Jakarta,PRD00046,14,0,2,no,Sari VSC,P,1/12/1967,Laptop,ASUS,12000000.0,10206638.0
BON03977,PEL01261,10/6/2023,Bogor,PRD00012,13,15,2,no,Agus OLF,L,2/3/2001,Monitor,MSI,1800000.0,1596299.0
BON04041,PEL00090,10/6/2023,Tangerang,PRD00021,12,0,4,no,Dedi JQR,L,4/4/1968,Keyboard,Xerox,750000.0,514953.0
BON06311,PEL01570,10/6/2023,,PRD00015,22,15,5,no,Rina GTL,P,5/4/1999,Monitor,ViewSonic,1950000.0,1227395.0
BON08162,PEL01285,10/6/2023,Bandung,PRD00035,29,10,1,yes,Sari DJI,P,12/9/1967,Printer,Panasonic,2000000.0,1788056.0
BON08593,PEL01723,10/6/2023,Bekasi,PRD00010,12,10,2,no,Joko ZZG,L,5/7/2001,Monitor,BenQ,1950000.0,1409393.0
BON09187,PEL01582,10/6/2023,Bekasi,PRD00026,30,15,3,no,Lia SIJ,P,2/3/1979,Printer,Canon,1800000.0,1375032.0
BON09469,PEL01417,10/6/2023,Tangerang,PRD00024,30,10,3,no,Tina KWI,P,9/3/1974,Keyboard,Kyocera,850000.0,759960.0
BON09547,PEL00028,10/6/2023,Bogor,PRD00024,22,5,5,no,Lia PSR,P,7/5/1982,Keyboard,Kyocera,850000.0,759960.0
BON03821,PEL01589,10/7/2023,Bandung,PRD00016,16,10,4,no,Tina HAN,P,11/15/1981,Keyboard,Canon,1100000.0,902572.0
BON03827,PEL01980,10/7/2023,Jakarta,PRD00002,12,15,5,no,Rina OAS,P,4/21/2003,Mouse,Razer,125000.0,87603.0
BON03959,PEL00677,10/7/2023,Tangerang,PRD00027,14,10,2,no,Dedi GXO,L,6/24/1980,Printer,Epson,1800000.0,1129863.0
BON04836,PEL01010,10/7/2023,Bekasi,PRD00017,21,15,5,no,Budi BKS,L,7/23/1983,Keyboard,Epson,1250000.0,983813.0
BON00611,PEL00190,10/8/2023,Jakarta,PRD00004,21,15,1,yes,Rudi HPF,L,12/10/1999,Mouse,Corsair,425000.0,267954.0
BON02076,PEL00635,10/8/2023,Bogor,PRD00034,23,0,4,no,Dewi PDI,P,8/21/2002,Printer,Kyocera,2200000.0,1936263.0
BON04202,PEL00964,10/8/2023,Bandung,PRD00020,11,10,2,no,Agus JCK,L,11/5/1969,Keyboard,Samsung,600000.0,501505.0
BON07105,PEL01543,10/8/2023,Bogor,PRD00026,14,0,4,no,Dedi PNV,L,10/18/1992,Printer,Canon,1800000.0,1375032.0
BON08191,PEL00693,10/8/2023,Depok,PRD00054,23,5,4,no,Tina IBD,P,5/18/1985,Laptop,Apple,17750000.0,15174836.0
BON08739,PEL01798,10/8/2023,Bogor,PRD00012,29,0,4,no,Rina JRZ,P,9/6/1973,Monitor,MSI,1800000.0,1596299.0
BON00718,PEL00490,10/9/2023,Bandung,PRD00049,11,10,1,yes,Tina EXJ,P,12/18/1996,Laptop,Dell,11750000.0,7974594.0
BON04318,PEL01426,10/9/2023,Bekasi,PRD00016,12,15,3,no,Dedi WPX,L,10/20/1979,Keyboard,Canon,1100000.0,902572.0
BON07381,PEL01342,10/9/2023,Bandung,PRD00024,14,0,2,no,Joko XJQ,L,11/11/1990,Keyboard,Kyocera,850000.0,759960.0
BON09272,PEL01248,10/9/2023,Bogor,PRD00006,12,10,5,no,Tina REU,P,9/19/2001,Monitor,LG,1900000.0,1147364.0
BON09376,PEL00251,10/9/2023,Tangerang,PRD00049,10,10,5,no,Dewi AWE,P,2/11/1996,Laptop,Dell,11750000.0,7974594.0
BON08714,PEL01301,10/10/2023,Jakarta,PRD00009,19,15,2,no,Budi EXR,L,12/8/1997,Monitor,Samsung,1600000.0,1139107.0
BON09542,PEL00586,10/10/2023,Depok,PRD00022,12,5,4,no,Rudi VQC,L,1/26/1990,Keyboard,Lexmark,550000.0,477099.0
BON09765,PEL01834,10/10/2023,Bekasi,PRD00006,14,10,1,yes,Joko GCH,L,3/16/2000,Monitor,LG,1900000.0,1147364.0
BON01651,PEL01016,10/11/2023,Depok,PRD00028,24,10,5,no,Joko OZM,L,11/12/1988,Printer,HP,2800000.0,1776707.0
BON04045,PEL00134,10/11/2023,Bekasi,PRD00006,10,10,2,no,Dedi LYF,L,4/1/1968,Monitor,LG,1900000.0,1147364.0
BON04594,PEL01391,10/11/2023,Bandung,PRD00027,12,5,3,no,Lia TNQ,P,2/4/1995,Printer,Epson,1800000.0,1129863.0
BON08348,PEL01873,10/11/2023,,PRD00035,17,5,3,no,Budi AMX,L,4/8/1993,Printer,Panasonic,2000000.0,1788056.0
BON08933,PEL00463,10/11/2023,,PRD00023,11,5,2,no,Joko FPC,L,12/1/1985,Keyboard,Ricoh,450000.0,375091.0
BON01494,PEL00729,10/12/2023,Bandung,PRD00017,12,10,1,yes,Joko RCM,L,8/9/1969,Keyboard,Epson,1250000.0,983813.0
BON01832,PEL00312,10/12/2023,Bandung,PRD00008,29,15,2,no,Dewi NOO,P,9/7/1985,Monitor,ASUS,1850000.0,1548728.0
BON04332,PEL01488,10/12/2023,Jakarta,PRD00054,15,10,4,no,Dewi TNB,P,6/17/2003,Laptop,Apple,17750000.0,15174836.0
BON04780,PEL01121,10/12/2023,Jakarta,PRD00008,20,15,2,no,Agus KDU,L,10/3/1985,Monitor,ASUS,1850000.0,1548728.0
BON05069,PEL01625,10/12/2023,Tangerang,PRD00018,25,10,3,no,Lia YJI,P,6/19/1994,Keyboard,HP,800000.0,605976.0
BON05108,PEL01378,10/12/2023,Bandung,PRD00004,20,10,4,no,Lia XWM,P,6/18/2001,Mouse,Corsair,425000.0,267954.0
BON06708,PEL01365,10/12/2023,Depok,PRD00004,22,10,5,no,Rudi YLE,L,6/18/1971,Mouse,Corsair,425000.0,267954.0
BON00461,PEL01091,10/13/2023,Depok,PRD00049,18,0,5,no,Lia ZTJ,P,9/28/1966,Laptop,Dell,11750000.0,7974594.0
BON01200,PEL01926,10/13/2023,Bogor,PRD00010,21,0,3,no,Budi VXY,L,4/7/1980,Monitor,BenQ,1950000.0,1409393.0
BON03612,PEL00693,10/13/2023,Bandung,PRD00048,10,15,4,no,Tina IBD,P,5/18/1985,Laptop,Lenovo,19750000.0,14463191.0
BON03741,PEL00998,10/13/2023,Jakarta,PRD00018,24,0,1,yes,Tina HOK,P,12/5/1986,Keyboard,HP,800000.0,605976.0
BON05096,PEL01886,10/13/2023,Depok,PRD00008,29,0,1,yes,Lia CSC,P,7/2/1989,Monitor,ASUS,1850000.0,1548728.0
BON05395,PEL00215,10/13/2023,Bogor,PRD00051,29,10,5,no,Sari MHA,P,3/11/1972,Laptop,Samsung,9500000.0,7390128.0
BON06418,PEL00911,10/13/2023,Bandung,PRD00015,21,0,3,no,Rina UIX,P,5/12/1986,Monitor,ViewSonic,1950000.0,1227395.0
BON07686,PEL00336,10/13/2023,Jakarta,PRD00028,15,10,2,no,Rina HIK,P,4/22/1968,Printer,HP,2800000.0,1776707.0
BON09145,PEL01429,10/13/2023,Bandung,PRD00026,23,0,2,no,Tina UMU,P,8/2/1992,Printer,Canon,1800000.0,1375032.0
BON00543,PEL01093,10/14/2023,Bandung,PRD00018,19,15,5,no,Joko SWP,L,8/16/1990,Keyboard,HP,800000.0,605976.0
BON00871,PEL00817,10/14/2023,Bandung,PRD00013,28,10,5,no,Dewi RHI,P,5/25/1998,Monitor,Gigabyte,1100000.0,754049.0
BON04179,PEL00217,10/14/2023,,PRD00018,27,0,3,no,Joko EIA,L,4/6/1970,Keyboard,HP,800000.0,605976.0
BON05813,PEL00355,10/14/2023,Depok,PRD00050,25,10,2,no,Joko OWJ,L,6/12/1973,Laptop,MSI,19750000.0,17633164.0
BON07827,PEL00858,10/14/2023,Bandung,PRD00029,12,0,1,yes,Tina BNU,P,2/18/1971,Printer,Brother,900000.0,607976.0
BON09268,PEL01335,10/14/2023,Tangerang,PRD00048,27,10,2,no,Sari EQO,P,7/13/1976,Laptop,Lenovo,19750000.0,14463191.0
BON09329,PEL01515,10/14/2023,Bekasi,PRD00002,30,10,4,no,Dewi MIR,P,7/1/1981,Mouse,Razer,125000.0,87603.0
BON01171,,10/15/2023,Bekasi,PRD00003,20,10,4,no,,,,Mouse,SteelSeries,450000.0,358724.0
BON03534,PEL00525,10/15/2023,Depok,PRD00022,19,15,2,no,Lia SBY,P,12/17/1989,Keyboard,Lexmark,550000.0,477099.0
BON05188,PEL00619,10/15/2023,Depok,PRD00016,30,0,1,yes,Dedi AFG,L,10/11/1975,Keyboard,Canon,1100000.0,902572.0
BON07791,PEL01279,10/15/2023,Bandung,PRD00012,12,0,5,no,Lia JEK,P,5/16/1980,Monitor,MSI,1800000.0,1596299.0
BON08530,PEL00287,10/15/2023,Depok,PRD00035,12,15,4,no,Rina WLP,P,2/5/1985,Printer,Panasonic,2000000.0,1788056.0
BON01250,PEL01765,10/16/2023,Bekasi,PRD00030,22,15,3,no,Agus YNM,L,3/11/1969,Printer,Samsung,2700000.0,1800182.0
BON03079,PEL01221,10/16/2023,Tangerang,PRD00029,18,5,3,no,Agus GEV,L,5/26/2000,Printer,Brother,900000.0,607976.0
BON04644,PEL01759,10/16/2023,Tangerang,PRD00030,16,5,3,no,Dewi BED,P,12/20/1977,Printer,Samsung,2700000.0,1800182.0
BON08425,PEL01831,10/16/2023,Jakarta,PRD00025,14,5,1,yes,Tina QEJ,P,10/26/1978,Keyboard,Panasonic,400000.0,287728.0
BON01374,PEL00665,10/17/2023,Depok,PRD00025,13,15,5,no,Joko MNG,L,4/26/1979,Keyboard,Panasonic,400000.0,287728.0
BON01811,PEL01402,10/17/2023,Depok,PRD00012,11,0,4,no,Budi OPK,L,12/28/1995,Monitor,MSI,1800000.0,1596299.0
BON01889,PEL00725,10/17/2023,Bekasi,PRD00024,17,5,4,no,Joko OOW,L,9/10/1996,Keyboard,Kyocera,850000.0,759960.0
BON04127,PEL01072,10/17/2023,Depok,PRD00008,21,5,4,no,Sari FFU,P,8/7/1974,Monitor,ASUS,1850000.0,1548728.0
BON07914,PEL01151,10/17/2023,Tangerang,PRD00014,16,10,5,no,Lia TUD,P,2/25/1982,Monitor,Eizo,750000.0,557724.0
,PEL00282,10/17/2023,Bogor,PRD00013,22,10,3,no,Dewi VON,P,10/25/1977,Monitor,Gigabyte,1100000.0,754049.0
BON09457,PEL01684,10/17/2023,Tangerang,PRD00031,19,0,5,no,Lia BLV,P,11/27/1992,Printer,Xerox,2700000.0,1999288.0
BON09536,PEL01902,10/17/2023,Bogor,PRD00021,29,0,4,no,Joko FCS,L,9/26/1992,Keyboard,Xerox,750000.0,514953.0
BON00920,PEL01234,10/18/2023,Bekasi,PRD00017,28,0,3,no,Rina SWF,P,2/21/1977,Keyboard,Epson,1250000.0,983813.0
BON05520,PEL00526,10/18/2023,Bandung,PRD00030,24,10,4,no,Rina WPO,P,2/14/1990,Printer,Samsung,2700000.0,1800182.0
BON08430,PEL00230,10/18/2023,Bekasi,PRD00053,22,0,3,no,Rudi DQU,L,5/22/2005,Laptop,Razer,13000000.0,10909656.0
BON00392,PEL01294,10/19/2023,Jakarta,PRD00012,10,0,1,yes,Dewi JIC,P,4/1/1970,Monitor,MSI,1800000.0,1596299.0
BON00589,PEL00957,10/19/2023,Bekasi,PRD00052,20,15,4,no,Dedi QHC,L,8/9/1968,Laptop,Microsoft,13500000.0,11312162.0
BON02192,PEL01400,10/19/2023,Depok,PRD00014,24,10,4,no,Lia JQK,P,4/2/2002,Monitor,Eizo,750000.0,557724.0
BON03258,PEL00244,10/19/2023,Bandung,PRD00030,20,10,2,no,Sari BDM,P,3/5/1989,Printer,Samsung,2700000.0,1800182.0
BON04828,PEL01053,10/19/2023,Bandung,PRD00047,16,0,4,no,Rina EMK,P,1/10/1987,Laptop,HP,4750000.0,3623315.0
BON05759,PEL01576,10/19/2023,Bandung,PRD00006,26,10,5,no,Dewi NYP,P,1/2/2000,Monitor,LG,1900000.0,1147364.0
BON08434,PEL01215,10/19/2023,Depok,,14,15,1,yes,Sari TGR,P,7/7/1984,,,,
BON02857,PEL01288,10/20/2023,Bandung,PRD00052,16,0,2,no,Joko SZV,L,3/22/1997,Laptop,Microsoft,13500000.0,11312162.0
BON04789,PEL00087,10/20/2023,Bogor,PRD00021,12,5,2,no,Rudi MGC,L,10/20/1977,Keyboard,Xerox,750000.0,514953.0
BON04825,PEL01428,10/20/2023,Bekasi,PRD00018,19,5,2,no,Tina DHX,P,8/12/1986,Keyboard,HP,800000.0,605976.0
BON05333,PEL01447,10/20/2023,Jakarta,PRD00029,27,10,3,no,Agus JLW,L,2/19/1969,Printer,Brother,900000.0,607976.0
BON06069,PEL01364,10/20/2023,Bandung,PRD00034,28,5,1,yes,Rudi OOA,L,1/3/2004,Printer,Kyocera,2200000.0,1936263.0
BON00795,PEL01863,10/21/2023,Depok,PRD00009,14,5,4,no,Sari UKU,P,11/25/1968,Monitor,Samsung,1600000.0,1139107.0
BON00986,PEL00935,10/21/2023,Tangerang,PRD00050,10,15,1,yes,Tina IYL,P,1/21/1996,Laptop,MSI,19750000.0,17633164.0
BON02507,PEL01654,10/21/2023,Bandung,PRD00026,18,10,5,no,Rudi NBS,L,3/3/1974,Printer,Canon,1800000.0,1375032.0
BON04054,PEL00029,10/21/2023,Bandung,PRD00054,19,10,1,yes,Dedi ZXC,L,5/6/1968,Laptop,Apple,17750000.0,15174836.0
BON04115,PEL01263,10/21/2023,Bekasi,PRD00009,13,5,5,no,Joko GRN,L,11/8/1982,Monitor,Samsung,1600000.0,1139107.0
BON04321,PEL00587,10/21/2023,Bandung,PRD00020,18,15,5,no,Joko BRP,L,12/18/1975,Keyboard,Samsung,600000.0,501505.0
BON07357,PEL00487,10/21/2023,Tangerang,PRD00008,15,15,1,yes,Joko PGN,L,4/9/2001,Monitor,ASUS,1850000.0,1548728.0
BON08342,PEL01340,10/21/2023,Bandung,PRD00013,15,0,1,yes,Joko AZP,L,1/17/1973,Monitor,Gigabyte,1100000.0,754049.0
BON09105,PEL01429,10/21/2023,Bandung,PRD00052,21,0,3,no,Tina UMU,P,8/2/1992,Laptop,Microsoft,13500000.0,11312162.0
BON03127,PEL01404,10/22/2023,Bekasi,PRD00012,11,5,1,yes,Tina GMT,P,10/9/2003,Monitor,MSI,1800000.0,1596299.0
BON03707,PEL01483,10/22/2023,Tangerang,PRD00020,18,0,3,no,Dewi ZQF,P,6/21/2002,Keyboard,Samsung,600000.0,501505.0
BON04652,PEL00304,10/22/2023,,PRD00045,29,5,1,yes,Dewi MQW,P,2/5/1997,Laptop,Acer,5000000.0,4016132.0
BON07814,PEL01628,10/22/2023,Bekasi,PRD00030,26,5,5,no,Joko OTN,L,11/22/1984,Printer,Samsung,2700000.0,1800182.0
BON00055,PEL01124,10/23/2023,Bekasi,PRD00034,21,10,1,yes,Rudi ELC,L,9/18/1984,Printer,Kyocera,2200000.0,1936263.0
BON00508,PEL01687,10/23/2023,Bekasi,PRD00006,21,5,4,no,Agus GEQ,L,10/1/1966,Monitor,LG,1900000.0,1147364.0
BON01874,PEL00565,10/23/2023,Depok,PRD00047,27,0,2,no,Rina UDK,P,2/12/1996,Laptop,HP,4750000.0,3623315.0
BON03883,PEL00230,10/23/2023,Bogor,PRD00023,14,10,3,no,Rudi DQU,L,5/22/2005,Keyboard,Ricoh,450000.0,375091.0
BON08107,PEL01146,10/23/2023,Bekasi,PRD00034,17,15,3,no,Rudi JYN,L,2/6/2001,Printer,Kyocera,2200000.0,1936263.0
BON00312,PEL01452,10/24/2023,Tangerang,PRD00004,12,5,4,no,Dedi DVP,L,7/3/1983,Mouse,Corsair,425000.0,267954.0
BON03046,PEL00197,10/24/2023,Tangerang,PRD00049,16,10,1,yes,Dewi ZPA,P,11/16/1968,Laptop,Dell,11750000.0,7974594.0
BON03846,PEL01604,10/24/2023,Jakarta,PRD00023,21,0,4,no,Sari FVW,P,5/7/1990,Keyboard,Ricoh,450000.0,375091.0
BON04499,PEL01612,10/24/2023,Depok,PRD00008,28,5,1,yes,Dedi IYW,L,6/6/1987,Monitor,ASUS,1850000.0,1548728.0
BON04793,PEL00295,10/24/2023,Bandung,PRD00003,16,0,5,no,Dedi RGX,L,9/20/1980,Mouse,SteelSeries,450000.0,358724.0
BON06507,PEL00816,10/24/2023,Tangerang,PRD00021,30,15,2,no,Sari OTJ,P,5/28/1987,Keyboard,Xerox,750000.0,514953.0
BON06720,PEL01837,10/24/2023,Bandung,PRD00029,15,0,4,no,Rudi QIK,L,11/1/1996,Printer,Brother,900000.0,607976.0
BON00360,PEL00100,10/25/2023,Bekasi,PRD00017,25,0,1,yes,Agus NGX,L,5/23/1997,Keyboard,Epson,1250000.0,983813.0
BON00801,PEL01163,10/25/2023,Bogor,PRD00018,27,15,2,no,Budi NUB,L,4/21/1974,Keyboard,HP,800000.0,605976.0
BON04212,PEL00692,10/25/2023,Depok,PRD00030,13,5,5,no,Dewi HDE,P,5/22/1982,Printer,Samsung,2700000.0,1800182.0
BON05767,PEL00840,10/25/2023,Bandung,PRD00014,26,0,3,no,Sari UWP,P,12/19/1989,Monitor,Eizo,750000.0,557724.0
BON07211,PEL00507,10/25/2023,Bandung,PRD00017,15,15,1,yes,Tina PGR,P,8/16/1979,Keyboard,Epson,1250000.0,983813.0
,PEL00308,10/25/2023,Bekasi,PRD00020,10,10,2,no,Tina TDK,P,10/26/1998,Keyboard,Samsung,600000.0,501505.0
BON00136,PEL00225,10/26/2023,Bekasi,PRD00007,18,10,5,no,Dewi NHY,P,5/24/1980,Monitor,Dell,1850000.0,1578030.0
BON00333,PEL00099,10/26/2023,Bogor,PRD00022,19,0,2,no,Dewi GJE,P,4/8/1979,Keyboard,Lexmark,550000.0,477099.0
BON08925,PEL01303,10/26/2023,Tangerang,PRD00034,11,5,4,no,Rina CXN,P,4/2/1968,Printer,Kyocera,2200000.0,1936263.0
BON09910,PEL00832,10/26/2023,Bogor,PRD00004,24,15,5,no,Budi PAX,L,8/14/1966,Mouse,Corsair,425000.0,267954.0
BON05037,PEL01927,10/27/2023,Depok,PRD00048,22,0,5,no,Agus RVL,L,9/16/1986,Laptop,Lenovo,19750000.0,14463191.0
,PEL01571,10/27/2023,Bogor,PRD00012,26,10,5,no,Rudi MVY,L,9/23/1994,Monitor,MSI,1800000.0,1596299.0
BON06797,PEL00831,10/27/2023,Tangerang,PRD00026,29,10,4,no,Lia DDF,P,4/18/1975,Printer,Canon,1800000.0,1375032.0
BON07538,PEL00175,10/27/2023,Bogor,PRD00049,12,5,3,no,Budi YBY,L,3/8/1980,Laptop,Dell,11750000.0,7974594.0
BON09570,PEL01969,10/27/2023,Bandung,PRD00030,16,15,4,no,Dewi VCM,P,5/7/1999,Printer,Samsung,2700000.0,1800182.0
BON09682,PEL01338,10/27/2023,Bogor,PRD00001,27,5,5,no,Dewi SNQ,P,2/18/1981,Mouse,Logitech,125000.0,107423.0
BON02408,PEL00942,10/28/2023,Bekasi,PRD00008,18,0,1,yes,Tina TSH,P,10/16/2001,Monitor,ASUS,1850000.0,1548728.0
BON02554,PEL01088,10/28/2023,Bogor,PRD00045,21,0,3,no,Dedi DKK,L,8/1/1976,Laptop,Acer,5000000.0,4016132.0
BON04826,PEL00194,10/28/2023,Depok,PRD00001,14,15,4,no,Dedi RKA,L,7/10/2004,Mouse,Logitech,125000.0,107423.0
BON07683,PEL00512,10/28/2023,Depok,,13,15,4,no,Dewi SNA,P,10/21/1977,,,,
BON09408,PEL00523,10/28/2023,Tangerang,PRD00029,10,0,4,no,Joko ANJ,L,1/12/1979,Printer,Brother,900000.0,607976.0
BON02720,PEL01736,11/1/2023,Bandung,PRD00053,27,0,5,no,Dewi ZMW,P,3/2/1976,Laptop,Razer,13000000.0,10909656.0
BON05919,PEL00442,11/1/2023,Tangerang,PRD00033,27,10,2,no,Joko VRW,L,6/2/1974,Printer,Ricoh,1800000.0,1412073.0
BON06769,PEL00489,11/1/2023,Bandung,PRD00031,29,15,5,no,Dedi BJE,L,5/12/1986,Printer,Xerox,2700000.0,1999288.0
BON07514,PEL01074,11/1/2023,Depok,PRD00024,27,15,5,no,Dewi RIB,P,11/10/1969,Keyboard,Kyocera,850000.0,759960.0
,PEL00588,11/1/2023,Tangerang,PRD00049,23,15,1,yes,Budi WDM,L,3/15/1988,Laptop,Dell,11750000.0,7974594.0
BON08345,PEL01043,11/1/2023,Tangerang,PRD00021,10,10,1,yes,Rina TNZ,P,2/1/1990,Keyboard,Xerox,750000.0,514953.0
BON09025,PEL01375,11/1/2023,Jakarta,PRD00030,18,10,1,yes,Rina ATE,P,9/11/1987,Printer,Samsung,2700000.0,1800182.0
BON01172,PEL00509,11/2/2023,Bogor,PRD00032,27,15,1,yes,Dewi FVB,P,10/11/1991,Printer,Lexmark,2500000.0,1828761.0
BON02924,PEL00164,11/2/2023,Bandung,PRD00007,20,10,1,yes,Dewi FOU,P,3/26/1978,Monitor,Dell,1850000.0,1578030.0
BON03727,PEL01422,11/2/2023,Bogor,PRD00030,30,5,5,no,Budi FGJ,L,8/8/1980,Printer,Samsung,2700000.0,1800182.0
BON05036,PEL01742,11/2/2023,Bandung,PRD00032,13,15,2,no,Rina CDU,P,1/14/1976,Printer,Lexmark,2500000.0,1828761.0
BON05526,PEL01774,11/2/2023,Jakarta,PRD00016,18,0,1,yes,Lia QWL,P,3/6/1983,Keyboard,Canon,1100000.0,902572.0
BON06494,PEL01662,11/2/2023,Bogor,PRD00053,16,0,5,no,Tina XCJ,P,7/8/1986,Laptop,Razer,13000000.0,10909656.0
BON00127,PEL01838,11/3/2023,Bandung,PRD00021,25,5,2,no,Tina JVR,P,10/17/1978,Keyboard,Xerox,750000.0,514953.0
BON00452,PEL01393,11/3/2023,Bogor,PRD00018,13,15,2,no,Dedi WGP,L,4/13/1984,Keyboard,HP,800000.0,605976.0
BON00737,PEL00343,11/3/2023,Bekasi,PRD00004,16,5,1,yes,Budi ECD,L,2/25/1983,Mouse,Corsair,425000.0,267954.0
BON01318,PEL01616,11/3/2023,Tangerang,PRD00027,15,15,4,no,Joko COS,L,7/10/1980,Printer,Epson,1800000.0,1129863.0
BON06595,PEL00527,11/3/2023,Bogor,PRD00051,26,5,5,no,Lia SGM,P,4/3/1975,Laptop,Samsung,9500000.0,7390128.0
BON09052,PEL00938,11/3/2023,Bandung,PRD00019,11,5,3,no,Rudi ZCG,L,12/7/1976,Keyboard,Brother,1150000.0,843532.0
BON00633,PEL01770,11/4/2023,Bandung,PRD00010,24,5,4,no,Agus TWY,L,4/4/1991,Monitor,BenQ,1950000.0,1409393.0
BON02312,PEL01840,11/4/2023,Jakarta,PRD00034,29,10,5,no,Rudi RUR,L,1/13/2003,Printer,Kyocera,2200000.0,1936263.0
BON04111,PEL01113,11/4/2023,Tangerang,PRD00018,19,0,4,no,Sari SOO,P,4/11/2001,Keyboard,HP,800000.0,605976.0
BON04606,PEL00411,11/4/2023,Tangerang,PRD00011,20,10,2,no,Sari YCR,P,1/24/1987,Monitor,Acer,1000000.0,747733.0
BON00082,PEL01276,11/5/2023,Bogor,PRD00007,12,15,5,no,Dedi BVU,L,4/20/1979,Monitor,Dell,1850000.0,1578030.0
BON00090,PEL01695,11/5/2023,Depok,PRD00002,10,10,1,yes,Budi EIB,L,5/16/1994,Mouse,Razer,125000.0,87603.0
